Fe,Cr,Ni,Mo,W,N,Nb,C,Si,Mn,Cu,P,S,Al,V,Ta,Re,Ce,Ti,Co,B,Mg,Y,Gd,"Epit, mV (SCE)",Test Temp (C),Test Solution,[Cl-] M,pH,Test Method,Scan Rate mV/s,Heat treatment,Microstructures,Comments,Material class
52.28,22.46,20.27,0.1,0.0,0.39,0.0,0.02,0.14,4.33,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,43.45804676753783,0.6 M NaCl and 0.1M NaHCO3,0.6,8.3,"Potentiodynamic Polarization, the specimen surface was ground to a 120 grit finish and 5 cm2 was exposed to the corrodent. The potential was controlled, relative to a standard saturated calomel electrode, by a potentiostat. Following. pretreatment for 5 min at -1.5 V, the -potential was increased-rapidly to -0.5V and thereafter at a steady rate of 1V in 50 min. In this work the critical pitting potential was taken as that at which there was an anodic current flow of 10^-5 A/cm2.",0.33,"5 kg melts were made at atmospheric pressure in an induction furnace using Japanese iron, nickel pellets, electrolytic chromium, ferro-molybdenum, refined manganese, and high-nitrogen ferro-chromium. Ingots were cast and hot rolled to 20 mm diameter bars which were heat treated at 1100°c for 30 min and cooled in still air.",Not Available,Pitting corrosion data is collected from plain breakdown potential in table II.,1
52.12,22.13,20.3,0.99,0.0,0.05,0.0,0.02,0.16,4.2,0.0,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.0,43.45804676753783,0.6 M NaCl and 0.1M NaHCO3,0.6,8.3,"Potentiodynamic Polarization, the specimen surface was ground to a 120 grit finish and 5 cm2 was exposed to the corrodent. The potential was controlled, relative to a standard saturated calomel electrode, by a potentiostat. Following. pretreatment for 5 min at -1.5 V, the -potential was increased-rapidly to -0.5V and thereafter at a steady rate of 1V in 50 min. In this work the critical pitting potential was taken as that at which there was an anodic current flow of 10^-5 A/cm2.",0.33,"5 kg melts were made at atmospheric pressure in an induction furnace using Japanese iron, nickel pellets, electrolytic chromium, ferro-molybdenum, refined manganese, and high-nitrogen ferro-chromium. Ingots were cast and hot rolled to 20 mm diameter bars which were heat treated at 1100°c for 30 min and cooled in still air.",Not Available,Pitting corrosion data is collected from plain breakdown potential in table II.,1
52.19,22.52,19.85,1.07,0.0,0.16,0.0,0.01,0.15,4.02,0.0,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,43.45804676753783,0.6 M NaCl and 0.1M NaHCO3,0.6,8.3,"Potentiodynamic Polarization, the specimen surface was ground to a 120 grit finish and 5 cm2 was exposed to the corrodent. The potential was controlled, relative to a standard saturated calomel electrode, by a potentiostat. Following. pretreatment for 5 min at -1.5 V, the -potential was increased-rapidly to -0.5V and thereafter at a steady rate of 1V in 50 min. In this work the critical pitting potential was taken as that at which there was an anodic current flow of 10^-5 A/cm2.",0.33,"5 kg melts were made at atmospheric pressure in an induction furnace using Japanese iron, nickel pellets, electrolytic chromium, ferro-molybdenum, refined manganese, and high-nitrogen ferro-chromium. Ingots were cast and hot rolled to 20 mm diameter bars which were heat treated at 1100°c for 30 min and cooled in still air.",Not Available,Pitting corrosion data is collected from plain breakdown potential in table II.,1
51.85,22.72,19.95,1.02,0.0,0.41,0.0,0.01,0.2,3.8,0.0,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,43.45804676753783,0.6 M NaCl and 0.1M NaHCO3,0.6,8.3,"Potentiodynamic Polarization, the specimen surface was ground to a 120 grit finish and 5 cm2 was exposed to the corrodent. The potential was controlled, relative to a standard saturated calomel electrode, by a potentiostat. Following. pretreatment for 5 min at -1.5 V, the -potential was increased-rapidly to -0.5V and thereafter at a steady rate of 1V in 50 min. In this work the critical pitting potential was taken as that at which there was an anodic current flow of 10^-5 A/cm2.",0.33,"5 kg melts were made at atmospheric pressure in an induction furnace using Japanese iron, nickel pellets, electrolytic chromium, ferro-molybdenum, refined manganese, and high-nitrogen ferro-chromium. Ingots were cast and hot rolled to 20 mm diameter bars which were heat treated at 1100°c for 30 min and cooled in still air.",Not Available,Pitting corrosion data is collected from plain breakdown potential in table II.,1
50.37,22.41,19.96,2.64,0.0,0.07,0.0,0.03,0.21,4.29,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125.0,43.45804676753783,0.6 M NaCl and 0.1M NaHCO3,0.6,8.3,"Potentiodynamic Polarization, the specimen surface was ground to a 120 grit finish and 5 cm2 was exposed to the corrodent. The potential was controlled, relative to a standard saturated calomel electrode, by a potentiostat. Following. pretreatment for 5 min at -1.5 V, the -potential was increased-rapidly to -0.5V and thereafter at a steady rate of 1V in 50 min. In this work the critical pitting potential was taken as that at which there was an anodic current flow of 10^-5 A/cm2.",0.33,"5 kg melts were made at atmospheric pressure in an induction furnace using Japanese iron, nickel pellets, electrolytic chromium, ferro-molybdenum, refined manganese, and high-nitrogen ferro-chromium. Ingots were cast and hot rolled to 20 mm diameter bars which were heat treated at 1100°c for 30 min and cooled in still air.",Not Available,Pitting corrosion data is collected from plain breakdown potential in table II.,1
50.11,22.84,20.05,2.85,0.0,0.16,0.0,0.01,0.14,3.8,0.0,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.0,43.45804676753783,0.6 M NaCl and 0.1M NaHCO3,0.6,8.3,"Potentiodynamic Polarization, the specimen surface was ground to a 120 grit finish and 5 cm2 was exposed to the corrodent. The potential was controlled, relative to a standard saturated calomel electrode, by a potentiostat. Following. pretreatment for 5 min at -1.5 V, the -potential was increased-rapidly to -0.5V and thereafter at a steady rate of 1V in 50 min. In this work the critical pitting potential was taken as that at which there was an anodic current flow of 10^-5 A/cm2.",0.33,"5 kg melts were made at atmospheric pressure in an induction furnace using Japanese iron, nickel pellets, electrolytic chromium, ferro-molybdenum, refined manganese, and high-nitrogen ferro-chromium. Ingots were cast and hot rolled to 20 mm diameter bars which were heat treated at 1100°c for 30 min and cooled in still air.",Not Available,Pitting corrosion data is collected from plain breakdown potential in table II.,1
49.66,22.35,20.39,2.73,0.0,0.31,0.0,0.02,0.16,4.35,0.0,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,920.0,43.45804676753783,0.6 M NaCl and 0.1M NaHCO3,0.6,8.3,"Potentiodynamic Polarization, the specimen surface was ground to a 120 grit finish and 5 cm2 was exposed to the corrodent. The potential was controlled, relative to a standard saturated calomel electrode, by a potentiostat. Following. pretreatment for 5 min at -1.5 V, the -potential was increased-rapidly to -0.5V and thereafter at a steady rate of 1V in 50 min. In this work the critical pitting potential was taken as that at which there was an anodic current flow of 10^-5 A/cm2.",0.33,"5 kg melts were made at atmospheric pressure in an induction furnace using Japanese iron, nickel pellets, electrolytic chromium, ferro-molybdenum, refined manganese, and high-nitrogen ferro-chromium. Ingots were cast and hot rolled to 20 mm diameter bars which were heat treated at 1100°c for 30 min and cooled in still air.",Not Available,Pitting corrosion data is collected from plain breakdown potential in table II.,1
50.08,22.52,19.95,2.96,0.0,0.46,0.0,0.02,0.23,3.75,0.0,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,940.0,43.45804676753783,0.6 M NaCl and 0.1M NaHCO3,0.6,8.3,"Potentiodynamic Polarization, the specimen surface was ground to a 120 grit finish and 5 cm2 was exposed to the corrodent. The potential was controlled, relative to a standard saturated calomel electrode, by a potentiostat. Following. pretreatment for 5 min at -1.5 V, the -potential was increased-rapidly to -0.5V and thereafter at a steady rate of 1V in 50 min. In this work the critical pitting potential was taken as that at which there was an anodic current flow of 10^-5 A/cm2.",0.33,"5 kg melts were made at atmospheric pressure in an induction furnace using Japanese iron, nickel pellets, electrolytic chromium, ferro-molybdenum, refined manganese, and high-nitrogen ferro-chromium. Ingots were cast and hot rolled to 20 mm diameter bars which were heat treated at 1100°c for 30 min and cooled in still air.",Not Available,Pitting corrosion data is collected from plain breakdown potential in table II.,1
65.63,18.1,5.7,0.0,0.0,0.17,0.0,0.02,0.44,9.9,0.0,0.03,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,245.48,25.0,"0.1 N H2SO4, 0.1N NaCl",0.1,1.0,"Potentiodynamic Polarization, the specimens were cut from rods and mounted in epoxy resin so that the exposed surface area was about 0.8 cm^2. This surface was coarse-ground with silicon-carbide papers and then fine-ground with alumina paste.",1.66,"Steels used for this study were kindly supplied by the Institute of Iron Metallurgy in Gliwice, Poland. They were in the form of hot forged rods, 18 mm in diameter. The steels were tested in the as-received and quenched after 1 hour of heaing in air at 1120oC","austenitic, 𝛿-ferrite","In the hot-forged condition the steels with 0.12, 0.25, and 0.35%N were austenitic, whereas those with 0.07 and 0.17% N contained austenite with a small amount of 𝛿-ferrite (with an excess of Cr and relatively less Fe, Ni, and Mn than in the , 𝛾 phase). Some small second-phase particles also occurred. Electron microprobe analysis identified these particles as carbides (Me23C6 type) and carbonitrides (Me23C6 type). Pure nitrides were very rare. The X-ray analysis did not detect any a-phase in the materials under investigation.",1
66.68,17.7,5.6,0.0,0.0,0.12,0.0,0.03,0.23,9.6,0.0,0.03,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,260.31,25.0,"0.1 N H2SO4, 0.1N NaCl",0.1,1.0,"Potentiodynamic Polarization, the specimens were cut from rods and mounted in epoxy resin so that the exposed surface area was about 0.8 cm^2. This surface was coarse-ground with silicon-carbide papers and then fine-ground with alumina paste.",1.66,"Steels used for this study were kindly supplied by the Institute of Iron Metallurgy in Gliwice, Poland. They were in the form of hot forged rods, 18 mm in diameter. The steels were tested in the as-received and quenched after 1 hour of heaing in air at 1120oC",austenitic,"In the hot-forged condition the steels with 0.12, 0.25, and 0.35%N were austenitic, whereas those with 0.07 and 0.17% N contained austenite with a small amount of 𝛿-ferrite (with an excess of Cr and relatively less Fe, Ni, and Mn than in the , 𝛾 phase). Some small second-phase particles also occurred. Electron microprobe analysis identified these particles as carbides (Me23C6 type) and carbonitrides (Me23C6 type). Pure nitrides were very rare. The X-ray analysis did not detect any a-phase in the materials under investigation.",1
66.34,17.4,5.5,0.0,0.0,0.07,0.0,0.02,0.22,10.4,0.0,0.03,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.47,25.0,"0.1 N H2SO4, 0.1N NaCl",0.1,1.0,"Potentiodynamic Polarization, the specimens were cut from rods and mounted in epoxy resin so that the exposed surface area was about 0.8 cm^2. This surface was coarse-ground with silicon-carbide papers and then fine-ground with alumina paste.",1.66,"Steels used for this study were kindly supplied by the Institute of Iron Metallurgy in Gliwice, Poland. They were in the form of hot forged rods, 18 mm in diameter. The steels were tested in the as-received and quenched after 1 hour of heaing in air at 1120oC","austenitic, 𝛿-ferrite","In the hot-forged condition the steels with 0.12, 0.25, and 0.35%N were austenitic, whereas those with 0.07 and 0.17% N contained austenite with a small amount of 𝛿-ferrite (with an excess of Cr and relatively less Fe, Ni, and Mn than in the , 𝛾 phase). Some small second-phase particles also occurred. Electron microprobe analysis identified these particles as carbides (Me23C6 type) and carbonitrides (Me23C6 type). Pure nitrides were very rare. The X-ray analysis did not detect any a-phase in the materials under investigation.",1
66.17,17.8,5.2,0.0,0.0,0.25,0.0,0.02,0.31,10.2,0.0,0.03,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,342.95,25.0,"0.1 N H2SO4, 0.1N NaCl",0.1,1.0,"Potentiodynamic Polarization, the specimens were cut from rods and mounted in epoxy resin so that the exposed surface area was about 0.8 cm^2. This surface was coarse-ground with silicon-carbide papers and then fine-ground with alumina paste.",1.66,"Steels used for this study were kindly supplied by the Institute of Iron Metallurgy in Gliwice, Poland. They were in the form of hot forged rods, 18 mm in diameter. The steels were tested in the as-received and quenched after 1 hour of heaing in air at 1120oC",austenitic,"In the hot-forged condition the steels with 0.12, 0.25, and 0.35%N were austenitic, whereas those with 0.07 and 0.17% N contained austenite with a small amount of 𝛿-ferrite (with an excess of Cr and relatively less Fe, Ni, and Mn than in the , 𝛾 phase). Some small second-phase particles also occurred. Electron microprobe analysis identified these particles as carbides (Me23C6 type) and carbonitrides (Me23C6 type). Pure nitrides were very rare. The X-ray analysis did not detect any a-phase in the materials under investigation.",1
64.96,18.2,5.4,0.0,0.0,0.35,0.0,0.02,0.32,10.7,0.0,0.03,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,453.81,25.0,"0.1 N H2SO4, 0.1N NaCl",0.1,1.0,"Potentiodynamic Polarization, the specimens were cut from rods and mounted in epoxy resin so that the exposed surface area was about 0.8 cm^2. This surface was coarse-ground with silicon-carbide papers and then fine-ground with alumina paste.",1.66,"Steels used for this study were kindly supplied by the Institute of Iron Metallurgy in Gliwice, Poland. They were in the form of hot forged rods, 18 mm in diameter. The steels were tested in the as-received and quenched after 1 hour of heaing in air at 1120oC",austenitic,"In the hot-forged condition the steels with 0.12, 0.25, and 0.35%N were austenitic, whereas those with 0.07 and 0.17% N contained austenite with a small amount of 𝛿-ferrite (with an excess of Cr and relatively less Fe, Ni, and Mn than in the , 𝛾 phase). Some small second-phase particles also occurred. Electron microprobe analysis identified these particles as carbides (Me23C6 type) and carbonitrides (Me23C6 type). Pure nitrides were very rare. The X-ray analysis did not detect any a-phase in the materials under investigation.",1
65.63,18.1,5.7,0.0,0.0,0.17,0.0,0.02,0.44,9.9,0.0,0.03,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,454.48,25.0,"0.1 N H2SO4, 0.05N NaCl",0.05,1.0,"Potentiodynamic Polarization, the specimens were cut from rods and mounted in epoxy resin so that the exposed surface area was about 0.8 cm^2. This surface was coarse-ground with silicon-carbide papers and then fine-ground with alumina paste.",1.66,"Steels used for this study were kindly supplied by the Institute of Iron Metallurgy in Gliwice, Poland. They were in the form of hot forged rods, 18 mm in diameter. The steels were tested in the as-received and quenched after 1 hour of heaing in air at 1120oC","austenitic, 𝛿-ferrite","In the hot-forged condition the steels with 0.12, 0.25, and 0.35%N were austenitic, whereas those with 0.07 and 0.17% N contained austenite with a small amount of 𝛿-ferrite (with an excess of Cr and relatively less Fe, Ni, and Mn than in the , 𝛾 phase). Some small second-phase particles also occurred. Electron microprobe analysis identified these particles as carbides (Me23C6 type) and carbonitrides (Me23C6 type). Pure nitrides were very rare. The X-ray analysis did not detect any a-phase in the materials under investigation.",1
66.68,17.7,5.6,0.0,0.0,0.12,0.0,0.03,0.23,9.6,0.0,0.03,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,410.53,25.0,"0.1 N H2SO4, 0.05N NaCl",0.05,1.0,"Potentiodynamic Polarization, the specimens were cut from rods and mounted in epoxy resin so that the exposed surface area was about 0.8 cm^2. This surface was coarse-ground with silicon-carbide papers and then fine-ground with alumina paste.",1.66,"Steels used for this study were kindly supplied by the Institute of Iron Metallurgy in Gliwice, Poland. They were in the form of hot forged rods, 18 mm in diameter. The steels were tested in the as-received and quenched after 1 hour of heaing in air at 1120oC",austenitic,"In the hot-forged condition the steels with 0.12, 0.25, and 0.35%N were austenitic, whereas those with 0.07 and 0.17% N contained austenite with a small amount of 𝛿-ferrite (with an excess of Cr and relatively less Fe, Ni, and Mn than in the , 𝛾 phase). Some small second-phase particles also occurred. Electron microprobe analysis identified these particles as carbides (Me23C6 type) and carbonitrides (Me23C6 type). Pure nitrides were very rare. The X-ray analysis did not detect any a-phase in the materials under investigation.",1
66.34,17.4,5.5,0.0,0.0,0.07,0.0,0.02,0.22,10.4,0.0,0.03,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,336.98,25.0,"0.1 N H2SO4, 0.05N NaCl",0.05,1.0,"Potentiodynamic Polarization, the specimens were cut from rods and mounted in epoxy resin so that the exposed surface area was about 0.8 cm^2. This surface was coarse-ground with silicon-carbide papers and then fine-ground with alumina paste.",1.66,"Steels used for this study were kindly supplied by the Institute of Iron Metallurgy in Gliwice, Poland. They were in the form of hot forged rods, 18 mm in diameter. The steels were tested in the as-received and quenched after 1 hour of heaing in air at 1120oC","austenitic, 𝛿-ferrite","In the hot-forged condition the steels with 0.12, 0.25, and 0.35%N were austenitic, whereas those with 0.07 and 0.17% N contained austenite with a small amount of 𝛿-ferrite (with an excess of Cr and relatively less Fe, Ni, and Mn than in the , 𝛾 phase). Some small second-phase particles also occurred. Electron microprobe analysis identified these particles as carbides (Me23C6 type) and carbonitrides (Me23C6 type). Pure nitrides were very rare. The X-ray analysis did not detect any a-phase in the materials under investigation.",1
66.17,17.8,5.2,0.0,0.0,0.25,0.0,0.02,0.31,10.2,0.0,0.03,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,698.86,25.0,"0.1 N H2SO4, 0.05N NaCl",0.05,1.0,"Potentiodynamic Polarization, the specimens were cut from rods and mounted in epoxy resin so that the exposed surface area was about 0.8 cm^2. This surface was coarse-ground with silicon-carbide papers and then fine-ground with alumina paste.",1.66,"Steels used for this study were kindly supplied by the Institute of Iron Metallurgy in Gliwice, Poland. They were in the form of hot forged rods, 18 mm in diameter. The steels were tested in the as-received and quenched after 1 hour of heaing in air at 1120oC",austenitic,"In the hot-forged condition the steels with 0.12, 0.25, and 0.35%N were austenitic, whereas those with 0.07 and 0.17% N contained austenite with a small amount of 𝛿-ferrite (with an excess of Cr and relatively less Fe, Ni, and Mn than in the , 𝛾 phase). Some small second-phase particles also occurred. Electron microprobe analysis identified these particles as carbides (Me23C6 type) and carbonitrides (Me23C6 type). Pure nitrides were very rare. The X-ray analysis did not detect any a-phase in the materials under investigation.",1
64.96,18.2,5.4,0.0,0.0,0.35,0.0,0.02,0.32,10.7,0.0,0.03,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,685.69,25.0,"0.1 N H2SO4, 0.05N NaCl",0.05,1.0,"Potentiodynamic Polarization, the specimens were cut from rods and mounted in epoxy resin so that the exposed surface area was about 0.8 cm^2. This surface was coarse-ground with silicon-carbide papers and then fine-ground with alumina paste.",1.66,"Steels used for this study were kindly supplied by the Institute of Iron Metallurgy in Gliwice, Poland. They were in the form of hot forged rods, 18 mm in diameter. The steels were tested in the as-received and quenched after 1 hour of heaing in air at 1120oC",austenitic,"In the hot-forged condition the steels with 0.12, 0.25, and 0.35%N were austenitic, whereas those with 0.07 and 0.17% N contained austenite with a small amount of 𝛿-ferrite (with an excess of Cr and relatively less Fe, Ni, and Mn than in the , 𝛾 phase). Some small second-phase particles also occurred. Electron microprobe analysis identified these particles as carbides (Me23C6 type) and carbonitrides (Me23C6 type). Pure nitrides were very rare. The X-ray analysis did not detect any a-phase in the materials under investigation.",1
76.91,17.2,5.51,0.0,0.0,0.07,0.0,0.01,0.23,0.03,0.0,0.03,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,505.83,25.0,"0.1 N H2SO4, 0.1N NaCl",0.1,1.0,"Potentiodynamic Polarization, the specimens were cut from rods and mounted in epoxy resin so that the exposed surface area was about 0.8 cm^2. This surface was coarse-ground with silicon-carbide papers and then fine-ground with alumina paste.",1.66,"Steels used for this study were kindly supplied by the Institute of Iron Metallurgy in Gliwice, Poland. They were in the form of hot forged rods, 18 mm in diameter. Quenching in water occurered after either (1) heating 1h in air at 1050C, (2) heating 0.5h in air at 1050C",𝛿-ferrite,"In the as-received specimens of the 18Cr-5Ni-0.03Mn steel, metallographic examination revealed the presence of martensite with some inclusions of 𝛿-ferrite. As determined by X-ray analysis, the alloys with more than 5% Mn contained austenite and ferrite. No traces of 𝜎-phase were detected. The amount of 𝛿-phase depended upon the steel composition.  The higher the Mn content was and the lower the C and the N contents were, the greater the amount of 𝛿-phase present. However, heat-to-heat variations also very likely influenced the phase composition of the alloys under investigation. In all specimens, small particles of a foreign phase were detected. They were identified by electron probe analysis as carbides (presumably Me23C6).",1
71.04,17.4,5.47,0.0,0.0,0.06,0.0,0.02,0.27,5.7,0.0,0.03,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-144.35,25.0,"0.1 N H2SO4, 0.1N NaCl",0.1,1.0,"Potentiodynamic Polarization, the specimens were cut from rods and mounted in epoxy resin so that the exposed surface area was about 0.8 cm^2. This surface was coarse-ground with silicon-carbide papers and then fine-ground with alumina paste.",1.66,"Steels used for this study were kindly supplied by the Institute of Iron Metallurgy in Gliwice, Poland. They were in the form of hot forged rods, 18 mm in diameter. Quenching in water occurered after either (1) heating 1h in air at 1050C, (2) heating 0.5h in air at 1050C",𝛿-ferrite,"In the as-received specimens of the 18Cr-5Ni-0.03Mn steel, metallographic examination revealed the presence of martensite with some inclusions of 𝛿-ferrite. As determined by X-ray analysis, the alloys with more than 5% Mn contained austenite and ferrite. No traces of 𝜎-phase were detected. The amount of 𝛿-phase depended upon the steel composition.  The higher the Mn content was and the lower the C and the N contents were, the greater the amount of 𝛿-phase present. However, heat-to-heat variations also very likely influenced the phase composition of the alloys under investigation. In all specimens, small particles of a foreign phase were detected. They were identified by electron probe analysis as carbides (presumably Me23C6).",1
66.6,17.6,5.52,0.0,0.0,0.05,0.0,0.01,0.57,9.6,0.0,0.03,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-175.71,25.0,"0.1 N H2SO4, 0.1N NaCl",0.1,1.0,"Potentiodynamic Polarization, the specimens were cut from rods and mounted in epoxy resin so that the exposed surface area was about 0.8 cm^2. This surface was coarse-ground with silicon-carbide papers and then fine-ground with alumina paste.",1.66,"Steels used for this study were kindly supplied by the Institute of Iron Metallurgy in Gliwice, Poland. They were in the form of hot forged rods, 18 mm in diameter. Quenching in water occurered after either (1) heating 1h in air at 1050C, (2) heating 0.5h in air at 1050C",𝛿-ferrite,"In the as-received specimens of the 18Cr-5Ni-0.03Mn steel, metallographic examination revealed the presence of martensite with some inclusions of 𝛿-ferrite. As determined by X-ray analysis, the alloys with more than 5% Mn contained austenite and ferrite. No traces of 𝜎-phase were detected. The amount of 𝛿-phase depended upon the steel composition.  The higher the Mn content was and the lower the C and the N contents were, the greater the amount of 𝛿-phase present. However, heat-to-heat variations also very likely influenced the phase composition of the alloys under investigation. In all specimens, small particles of a foreign phase were detected. They were identified by electron probe analysis as carbides (presumably Me23C6).",1
66.25,17.5,5.69,0.0,0.0,0.02,0.0,0.0,0.5,10.0,0.0,0.03,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-144.35,25.0,"0.1 N H2SO4, 0.1N NaCl",0.1,1.0,"Potentiodynamic Polarization, the specimens were cut from rods and mounted in epoxy resin so that the exposed surface area was about 0.8 cm^2. This surface was coarse-ground with silicon-carbide papers and then fine-ground with alumina paste.",1.66,"Steels used for this study were kindly supplied by the Institute of Iron Metallurgy in Gliwice, Poland. They were in the form of hot forged rods, 18 mm in diameter. Quenching in water occurered after either (1) heating 1h in air at 1050C, (2) heating 0.5h in air at 1050C",𝛿-ferrite,"In the as-received specimens of the 18Cr-5Ni-0.03Mn steel, metallographic examination revealed the presence of martensite with some inclusions of 𝛿-ferrite. As determined by X-ray analysis, the alloys with more than 5% Mn contained austenite and ferrite. No traces of 𝜎-phase were detected. The amount of 𝛿-phase depended upon the steel composition.  The higher the Mn content was and the lower the C and the N contents were, the greater the amount of 𝛿-phase present. However, heat-to-heat variations also very likely influenced the phase composition of the alloys under investigation. In all specimens, small particles of a foreign phase were detected. They were identified by electron probe analysis as carbides (presumably Me23C6).",1
64.86,17.6,5.48,0.0,0.0,0.07,0.0,0.02,0.23,11.7,0.0,0.03,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-144.35,25.0,"0.1 N H2SO4, 0.1N NaCl",0.1,1.0,"Potentiodynamic Polarization, the specimens were cut from rods and mounted in epoxy resin so that the exposed surface area was about 0.8 cm^2. This surface was coarse-ground with silicon-carbide papers and then fine-ground with alumina paste.",1.66,"Steels used for this study were kindly supplied by the Institute of Iron Metallurgy in Gliwice, Poland. They were in the form of hot forged rods, 18 mm in diameter. Quenching in water occurered after either (1) heating 1h in air at 1050C, (2) heating 0.5h in air at 1050C",𝛿-ferrite,"In the as-received specimens of the 18Cr-5Ni-0.03Mn steel, metallographic examination revealed the presence of martensite with some inclusions of 𝛿-ferrite. As determined by X-ray analysis, the alloys with more than 5% Mn contained austenite and ferrite. No traces of 𝜎-phase were detected. The amount of 𝛿-phase depended upon the steel composition.  The higher the Mn content was and the lower the C and the N contents were, the greater the amount of 𝛿-phase present. However, heat-to-heat variations also very likely influenced the phase composition of the alloys under investigation. In all specimens, small particles of a foreign phase were detected. They were identified by electron probe analysis as carbides (presumably Me23C6).",1
61.22,17.6,5.44,0.0,0.0,0.09,0.0,0.0,0.5,15.1,0.0,0.03,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-167.34,25.0,"0.1 N H2SO4, 0.1N NaCl",0.1,1.0,"Potentiodynamic Polarization, the specimens were cut from rods and mounted in epoxy resin so that the exposed surface area was about 0.8 cm^2. This surface was coarse-ground with silicon-carbide papers and then fine-ground with alumina paste.",1.66,"Steels used for this study were kindly supplied by the Institute of Iron Metallurgy in Gliwice, Poland. They were in the form of hot forged rods, 18 mm in diameter. Quenching in water occurered after either (1) heating 1h in air at 1050C, (2) heating 0.5h in air at 1050C",𝛿-ferrite,"In the as-received specimens of the 18Cr-5Ni-0.03Mn steel, metallographic examination revealed the presence of martensite with some inclusions of 𝛿-ferrite. As determined by X-ray analysis, the alloys with more than 5% Mn contained austenite and ferrite. No traces of 𝜎-phase were detected. The amount of 𝛿-phase depended upon the steel composition.  The higher the Mn content was and the lower the C and the N contents were, the greater the amount of 𝛿-phase present. However, heat-to-heat variations also very likely influenced the phase composition of the alloys under investigation. In all specimens, small particles of a foreign phase were detected. They were identified by electron probe analysis as carbides (presumably Me23C6).",1
76.91,17.2,5.51,0.0,0.0,0.07,0.0,0.01,0.23,0.03,0.0,0.03,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,852.86,25.0,"0.1 N H2SO4, 0.05N NaCl",0.05,1.0,"Potentiodynamic Polarization, the specimens were cut from rods and mounted in epoxy resin so that the exposed surface area was about 0.8 cm^2. This surface was coarse-ground with silicon-carbide papers and then fine-ground with alumina paste.",1.66,"Steels used for this study were kindly supplied by the Institute of Iron Metallurgy in Gliwice, Poland. They were in the form of hot forged rods, 18 mm in diameter. Quenching in water occurered after either (1) heating 1h in air at 1050C, (2) heating 0.5h in air at 1050C",𝛿-ferrite,"In the as-received specimens of the 18Cr-5Ni-0.03Mn steel, metallographic examination revealed the presence of martensite with some inclusions of 𝛿-ferrite. As determined by X-ray analysis, the alloys with more than 5% Mn contained austenite and ferrite. No traces of 𝜎-phase were detected. The amount of 𝛿-phase depended upon the steel composition.  The higher the Mn content was and the lower the C and the N contents were, the greater the amount of 𝛿-phase present. However, heat-to-heat variations also very likely influenced the phase composition of the alloys under investigation. In all specimens, small particles of a foreign phase were detected. They were identified by electron probe analysis as carbides (presumably Me23C6).",1
